priority_tier,importance_score,id,name,nearest_town,current_region,latitude,longitude,source_status,metadata_source_count,photo_present,attractions_count,duration,max_altitude_m,review_basis,next_action
P2,55,282,Медвен,,Пловдив,42.8447,26.5514,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,283,Мелнишки пирамиди,,Пловдив,41.5303,23.4264,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,285,Минерални бани,,Пловдив,42.541236,24.817995,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,286,Мишкова нива,,Пловдив,41.9367,27.4872,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,287,Момчил юнак,,Пловдив,41.6881,24.8153,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,288,Момчилова крепост,,Пловдив,41.5475,24.8322,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,289,Невястата,,Пловдив,41.5836,24.7119,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,292,Ореляк,,Пловдив,41.5806,23.6339,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,293,Орлови скали,,Пловдив,41.6114,25.1389,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,294,Орлово око,,Пловдив,41.644444,24.348611,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,295,Парилско седло,,Пловдив,41.436111,23.673333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,296,Пеещи скали,,Пловдив,42.775833,25.048333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,297,Перперикон,,Пловдив,41.715278,25.473056,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,298,Петрова нива,,Пловдив,42.036667,27.505833,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,299,Пещера Песнопой,,Пловдив,42.4552,24.8119,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,300,Поглед към девет планини,,Пловдив,42.568333,22.825,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,301,Пода,,Пловдив,42.443889,27.464722,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,302,Поломие,,Пловдив,43.693611,25.986667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,303,Поляната,,Пловдив,42.137178,24.031869,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,304,Поморие,,Пловдив,42.559,27.637,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,305,Понтийски път,,Пловдив,43.4,28.5,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,306,Попови ливади,,Пловдив,41.551667,23.636667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,307,Правешка екопътека,,Пловдив,42.898333,23.931667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,310,Резово,,Пловдив,41.986389,28.028611,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,311,Рибарица,,Пловдив,42.828333,24.425,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,312,Рибни езера,,Пловдив,42.162083,23.408472,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,313,Рилски манастир,,Пловдив,42.133333,23.34,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,314,Ритлите,,Пловдив,43.1025,23.6214,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,315,Роженски манастир,,Пловдив,41.5303,23.4264,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,316,Ропотамо,,Пловдив,42.3328,27.7333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,317,Рупите,,Пловдив,41.4591,23.2642,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,318,Русалка,,Пловдив,42.689622,25.056135,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,443,Русенски Лом,,Русе,43.6892,25.9664,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,319,Самуилова крепост,,Пловдив,41.3831,23.0161,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,320,Сандански,,Пловдив,41.5647,23.2803,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,321,Света Петка,,Пловдив,42.13,23.85,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,322,Светлина,,Пловдив,42.05,24.7,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,323,Седемте рилски езера,,Пловдив,42.2405,23.3267,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,324,Силистар,,Пловдив,42.0225,28.0064,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,325,Симеоновски езера,,Пловдив,42.6108,23.3503,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,326,Сините камъни,,Пловдив,42.7161,26.3541,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,327,Синия вир,,Пловдив,42.8447,26.5514,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,328,Скакавица,,Пловдив,42.2325,23.3033,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,329,Скакля,,Пловдив,43.193056,23.541389,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,330,Скални манастири,,Пловдив,43.2778,28.0178,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,331,Скални църкви,,Пловдив,43.6936,25.9867,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,332,Славянка,,Пловдив,41.436111,23.673333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,469,Смолянски езера,,Смолян,41.6367,24.7365,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,333,Соколна,,Пловдив,42.664167,25.158333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,334,Соколски манастир,,Пловдив,42.833333,25.333333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,335,Стената,,Пловдив,44.110278,27.065833,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,336,Стобски пирамиди,,Пловдив,42.083333,23.116667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,337,Странджански дъб,,Пловдив,43.433333,22.583333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,338,Струилица – Калето – Лъката,,Пловдив,43.197222,24.908333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,339,Сухото езеро,,Пловдив,42.083333,23.116667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,341,Табашката пещера,,Пловдив,43.128889,24.7125,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,342,Татул,,Пловдив,41.540278,25.545278,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,93,Тетевенска баба,,Габрово,42.905,24.265,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,343,Торфено бранище,,Пловдив,42.6186,23.3055,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,344,Трански ждрело,,Пловдив,42.858333,22.641667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,345,Триглав,,Пловдив,42.7111,25.03715,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,346,Триградско ждрело,,Пловдив,41.660278,24.378611,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,347,Трите чуки,,Пловдив,43.376389,22.651667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,348,Тъжа,,Пловдив,42.646667,25.048333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,349,Тъмната гора,,Пловдив,41.3875,25.0863,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,350,Узунбуджак,,Пловдив,41.98,27.75,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,351,Урдини езера,,Пловдив,42.222222,23.361111,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,352,Хайдушка песен,,Пловдив,42.8725,24.538333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,353,Хайдушка поляна,,Пловдив,41.724722,24.966667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,354,Хайдушки поляни,,Пловдив,41.724722,24.966667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,355,Хайдушки чуки,,Пловдив,42.6,24.85,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,356,Халката,,Пловдив,42.707222,26.347778,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,357,Царството на зелениката,,Пловдив,42.103056,27.671389,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,358,Централен Балкан,,Пловдив,42.657538,24.962136,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,359,Цигов чарк,,Пловдив,41.9344,24.1481,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,360,Чаирски езера,,Пловдив,41.6603,24.3789,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,361,Черепишки манастир,,Пловдив,43.096389,23.606389,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,362,Чернелка,,Пловдив,43.326389,24.498889,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,363,Черни връх,,Пловдив,42.5825,23.2925,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,364,Чипровски водопад,,Пловдив,43.383333,22.883333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,365,Чифлик,,Пловдив,42.846389,24.453056,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,366,Чудните мостове,,Пловдив,41.819662,24.581686,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,368,Шабла,,Пловдив,43.5414,28.5956,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,369,Шейтан дере,,Пловдив,41.621389,25.568333,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,370,Шипка,,Пловдив,42.748333,25.321667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,371,Шипково,,Пловдив,42.88,24.4172,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,372,Широка поляна,,Пловдив,41.8344,24.1486,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,373,Шуменско плато,,Пловдив,43.2721,26.8931,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,374,Юмрукчал,,Пловдив,42.71749,24.91712,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,375,Юндола,,Пловдив,42.0641,23.8541,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,376,Ябланица,,Пловдив,42.8483,22.6794,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,377,Ябланишко ждрело,,Пловдив,42.868,22.6106,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,378,Ягодинска пещера,,Пловдив,41.6311,24.3297,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,379,Яйлата,,Пловдив,43.441017,28.546128,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,380,"до Кирилова поляна
259. \* Екопътека",,Пловдив,42.1334,23.3402,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,381,"до Муратово езеро
247. \* Екопътека",,Пловдив,41.756661,23.416652,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,382,"до Стрелча (Минерални извори)
295. \* Екопътека",,Пловдив,42.50552,24.32181,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,383,"до Тевно езеро
253. \* Екопътека",,Пловдив,41.710556,23.498889,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,384,"до водопад Женското пръскало
277. \* Екопътека",,Пловдив,42.7486,25.0483,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,385,"до връх Богдан
293. \* Екопътека",,Пловдив,42.6416,24.3592,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,386,"до връх Вежен
289. \* Екопътека",,Пловдив,42.7533,24.3983,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,387,"до връх Вихрен (класически маршрут)
245. \* Екопътека",,Пловдив,41.756661,23.416652,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,388,"до връх Могила
214. \* Екопътека",,Пловдив,41.815222,24.819305,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,389,"до връх Половрак
344. \* Екопътека",,Пловдив,42.6001,23.4892,source,1,no,0,5-6 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,390,до крепостта,,Пловдив,41.993145,24.865188,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,391,до пещера,,Пловдив,41.704916,25.247774,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,392,"към в. Свобода
228. \* Екопътека",,Пловдив,41.7246,24.9667,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,393,"към водопад Кадемлийско пръскало
269. \* Екопътека",,Пловдив,42.6467,25.0483,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,500,"към езеро Окото (Пирин)
239. \* Екопътека",,София,41.7567,23.4158,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,394,"към х. Безводно
230. \* Екопътека",,Пловдив,41.8028,25.1378,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,395,"към хижа Рай (от Паниците)
283. \* Екопътека",,Пловдив,42.5414,24.9458,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,396,"към хижа Рибни езера
249. \* Екопътека",,Пловдив,42.1622,23.4086,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,397,"към хижа Синаница
241. \* Екопътека",,Пловдив,41.7567,23.4158,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,398,"на Дунавските рибари
326. \* Екопътека",,Пловдив,44,26.6,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,399,"на Рилската иглика
237. \* Екопътека",,Пловдив,42.2217,23.4833,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,400,"на Свободата (Шипка)
279. \* Екопътека",,Пловдив,42.7483,25.3217,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,401,"на Чучулигите
271. \* Екопътека",,Пловдив,43.36,28.47,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,402,"на балканската дива коза
243. \* Екопътека",,Пловдив,41.6708,24.3639,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,403,"на билките (Бродилово)
302. \* Екопътека",,Пловдив,42.0883,27.8542,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,471,"на занаятите (Златоград)
216. \* Екопътека",,Смолян,41.5283,25.0933,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,404,на здравето,,Пловдив,42.706,23.14,source,1,no,0,2-3 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,472,"на здравето (Девин)
203. \* Екопътека",,Смолян,41.7456,24.3989,source,1,no,0,2-3 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,405,"на миньора (Росен)
308. \* Екопътека",,Пловдив,42.3942,27.4261,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P2,55,406,"на партизаните (историческа)
222. \* Екопътека",,Пловдив,42.02,24.23,source,1,no,0,3-4 часа,,source; 1 metadata source(s); duration; rich_description,Fill length_km from source page or manual editorial review.
P3,15,182,Божевски водопад,,Пловдив,42.87143,25.80802,missing,0,no,0,3-4 часа,,duration; rich_description,Fill length_km from source page or manual editorial review.
P3,15,266,Кървавата скала,,Пловдив,42.8228,22.6517,missing,0,no,0,3-4 часа,,duration; rich_description,Fill length_km from source page or manual editorial review.
P3,15,290,Обесен камък,,Пловдив,41.9842,27.5228,missing,0,no,0,3-4 часа,,duration; rich_description,Fill length_km from source page or manual editorial review.
P3,15,291,Окопна манастир,,Пловдив,42,24.8,missing,0,no,0,3-4 часа,,duration; rich_description,Fill length_km from source page or manual editorial review.
P3,15,308,Пътека,,Пловдив,41.942219,24.849973,missing,0,no,0,3-4 часа,,duration; rich_description,Fill length_km from source page or manual editorial review.
P3,10,281,Меаните,,Пловдив,41.8344,23.4764,missing,0,no,0,3-4 часа,,duration,Fill length_km from source page or manual editorial review.
P3,10,284,Мечи стъпки,,Пловдив,41.6425,24.6953,missing,0,no,0,3-4 часа,,duration,Fill length_km from source page or manual editorial review.
